中文名,学名,临危等级 Red List Status
海南颈槽蛇,Rhabdophis adleri,NT
商城肥鲵,Pachyhynobius shangchengensis,VU
黑纹颈槽蛇,Rhabdophis nigrocinctus,NT
普雄原鲵,Protohynobius puxiongensis,CR
红脖颈槽蛇,Rhabdophis subminiatus,LC
极北鲵,Salamandrella keyserlingii,LC 
虎斑颈槽蛇,Rhabdophis tigrinus,LC
黄斑拟小鲵,Pseudohynobius flavomaculatus,VU
颈槽蛇,Rhabdophis nuchalis,LC
贵州拟小鲵,Pseudohynobius guizhouensis,DD 
九龙颈槽蛇,Rhabdophis pentasupralabialis,LC
金佛拟小鲵,Pseudohynobius jinfo,CR
缅甸颈槽蛇,Rhabdophis leonardi,LC
水城拟小鲵,Pseudohynobius shuichengensis,EN
喜山颈槽蛇,Rhabdophis himalayanus,VU
宽阔水拟小鲵,Pseudohynobius kuankuoshuiensis,EN
异色蛇,Xenochrophis piscator,LC
辽宁爪鲵,Onychodactylus zhaoermii,CR
黄斑异色蛇,Xenochrophis flavipunctatus,LC
吉林爪鲵,Onychodactylus zhangyapingi,VU
滇西蛇,Atretium yunnanensis,LC
巫山巴鲵,Liua shihi,NT 
刘氏后棱蛇,Opisthotropis laui,DD
秦巴巴鲵,Liua tsinpaensis,EN
横纹后棱蛇,Opisthotropis balteata,LC
新疆北鲵,Ranodon sibiricus,CR
莽山后棱蛇,Opisthotropis cheni,NT
弱唇褶山溪鲵,Batrachuperus cochranae,DD 
广西后棱蛇,Opisthotropis guangxiensis,NT
无斑山溪鲵,Batrachuperus karlschmidti,VU
沙坝后棱蛇,Opisthotropis jacobi,NT
龙洞山溪鲵,Batrachuperus londongensis,VU
挂墩后棱蛇,Opisthotropis kuatunensis,LC
山溪鲵,Batrachuperus pinchonii,VU
侧条后棱蛇,Opisthotropis lateralis,LC
西藏山溪鲵,Batrachuperus tibetanus,VU
山溪后棱蛇,Opisthotropis latouchii,LC
盐源山溪鲵,Batrachuperus yenyuanensis,VU
香港后棱蛇,Opisthotropis andersonii,NT
黄斑后棱蛇,Opisthotropis maculosa,NT
大鲵,Andrias davidianus,CR
福建后棱蛇,Opisthotropis maxwelli,NT
老挝后棱蛇,Opisthotropis praemaxillaris,NT
贵州疣螈,Tylototriton kweichowensis,VU
赤链华游蛇,Sinonatrix annularis,VU
川南疣螈,Tylototriton pseudoverrucosus,NT 
环纹华游蛇,Sinonatrix aequifasciata,VU
丽色疣螈,Tylototriton pulcherrima,NT 
乌华游蛇,Sinonatrix percarinata,VU
棕黑疣螈,Tylototriton verrucosus,NT 
云南华游蛇,Sinonatrix yunnanensis,VU
滇南疣螈,Tylototriton yangi,NT 
水游蛇,Natrix natrix,VU
红瘰疣螈,Tylototriton shanjing,NT  
棋斑水游蛇,Natrix tessellata,LC
宽脊瑶螈,Yaotriton broadoridgus,NT 
四川温泉蛇,Thermophis zhaoermii,CR
细痣瑶螈,Yaotriton asperrimus,NT 
温泉蛇,Thermophis baileyi,CR
大别瑶螈,Yaotriton dabienicus,EN
海南瑶螈,Yaotriton hainanensis,EN
莽山瑶螈,Yaotriton lizhenchangi,VU
浏阳瑶螈,Yaotriton liuyangensis,DD 
版纳鱼螈,Ichthyophis bannanicus,NT
文县瑶螈,Yaotriton wenxianensis,VU
大凉螈,Liangshantriton taliangensis,VU
无蹼齿蟾,Oreolalax schmidti,NT 
琉球棘螈,Echinotriton andersoni,RE
魏氏齿蟾,Oreolalax weigoldi,DD 
镇海棘螈,Echinotriton chinhaiensis,CR
乡城齿蟾,Oreolalax xiangchengensis,LC 
弓斑肥螈,Pachytriton archospotus,LC
胸腺猫眼蟾,Scutiger glandulatus,LC 
黑斑肥螈,Pachytriton brevipes,LC
贡山猫眼蟾,Scutiger gongshanensis,VU
费氏肥螈,Pachytriton feii,NT
九龙猫眼蟾,Scutiger jiulongensis,VU
张氏肥螈,Pachytriton changi,DD
刺胸猫眼蟾,Scutiger mammatus,LC 
秉志肥螈,Pachytriton granulosus,DD
圆疣猫眼蟾,Scutiger tuberculatus,VU
瑶山肥螈,Pachytriton inexpectatus,VU
木里猫眼蟾,Scutiger muliensis,EN
莫氏肥螈,Pachytriton moi,DD
墨脱猫眼蟾,Scutiger wuguanfui,DD 
尾斑瘰螈,Paramesotriton caudopunctatus,VU
西藏齿突蟾,Scutiger boulengeri,LC 
广西瘰螈,Paramesotriton guangxiensis,EN
金顶齿突蟾,Scutiger chintingensis,EN
富钟瘰螈,Paramesotriton fuzhongensis,VU
六盘齿突蟾,Scutiger liupanensis,VU
中国瘰螈,Paramesotriton chinensis,NT
花齿突蟾,Scutiger maculatus,CR
无斑瘰螈,Paramesotriton labiatus,VU
宁陕齿突蟾,Scutiger ningshanensis,EN
香港瘰螈,Paramesotriton hongkongensis,NT
林芝齿突蟾,Scutiger nyingchiensis,NT 
龙里瘰螈,Paramesotriton longliensis,EN
锡金齿突蟾,Scutiger sikimmensis,NT 
茂兰瘰螈,Paramesotriton maolanensis,DD
平武齿突蟾,Scutiger pingwuensis,EN
织金瘰螈,Paramesotriton zhijinensis,EN
王朗齿突蟾,Scutiger wanglangensis,VU
云雾瘰螈,Paramesotriton yunwuensis,EN
沙巴拟髭蟾,Leptobrachium chapaense,NT  
呈贡蝾螈,Cynops chenggongensis,CR
海南拟髭蟾,Leptobrachium hainanense,VU
蓝尾蝾螈,Cynops cyanurus,NT
福鼎蝾螈,Cynops fudingensis,VU
华深拟髭蟾,Leptobrachium huashen,NT  
灰蓝蝾螈,Cynops glaucus,DD
哀牢髭蟾,Vibrissaphora ailaonica,NT 
东方蝾螈,Cynops orientalis,NT
峨眉髭蟾,Vibrissaphora boringii,EN
潮汕蝾螈,Cynops orphicus,VU
雷山髭蟾,Vibrissaphora leishanensis,VU
滇螈,Hypselotriton wolterstorffi,EX
崇安髭蟾,Vibrissaphora liui,NT 
原髭蟾,Vibrissaphora promustache,EN
高山掌突蟾,Paramegophrys alpinus,EN
东方铃蟾,Bombina orientalis,LC
福建掌突蟾,Paramegophrys liui,LC 
强婚刺铃蟾,Bombina fortinuptialis,VU
峨山掌突蟾,Paramegophrys oshanensis,LC 
利川铃蟾,Bombina lichuanensis,VU
蟼掌突蟾,Paramegophrys pelodytoides,VU
大蹼铃蟾,Bombina maxima,LC
三岛掌突蟾,Paramegophrys sungi,EN
微蹼铃蟾,Bombina microdeladigitora,VU
腹斑掌突蟾,Paramegophrys ventripunctatus,CR
宽头短腿蟾,Brachytarsophrys carinensis,NT 
川北齿蟾,Oreolalax chuanbeiensis,EN
川南短腿蟾,Brachytarsophrys chuannanensis,NT 
棘疣齿蟾,Oreolalax granulosus,VU
费氏短腿蟾,Brachytarsophrys feae,NT 
凉北齿蟾,Oreolalax liangbeiensis,CR
封开角蟾,Megophrys acuta,DD 
景东齿蟾,Oreolalax jingdongensis,VU
抱龙角蟾,Megophrys baolongensis,EN
利川齿蟾,Oreolalax lichuanensis,NT
宾川角蟾,Megophrys binchuanensis,VU
大齿蟾,Oreolalax major,VU
炳灵角蟾,Megophrys binlingensis,DD  
点斑齿蟾,Oreolalax multipunctatus,VU
淡肩角蟾,Megophrys boettgeri,LC  
南江齿蟾,Oreolalax nanjiangensis,NT
短肢角蟾,Megophrys brachykolos,VU
峨眉齿蟾,Oreolalax omeimontis,VU
尾突角蟾,Megophrys caudoprocta,EN
秉志齿蟾,Oreolalax pingii,VU
陈氏角蟾,Megophrys cheni,DD  
宝兴齿蟾,Oreolalax popei,VU
大围角蟾,Megophrys daweimontis,VU
普雄齿蟾,Oreolalax puxiongensis,EN
大花角蟾,Megophrys gigantica,VU
红点齿蟾,Oreolalax rhodostigmatus,VU
黄山角蟾,Megophrys huangshanensis,VU
疣刺齿蟾,Oreolalax rugosus,NT
景东角蟾,Megophrys jingdongensis,NT 
井冈山角蟾,Megophrys jinggangensis,DD
三港雨蛙,Hyla sanchiangensis,LC 
腺角蟾,Megophrys glandulosa,LC
华南雨蛙,Hyla simplex,LC 
大角蟾,Megophrys major,NT
秦岭雨蛙,Hyla tsinlingensis,LC 
挂墩角蟾,Megophrys kuatunensis,LC
昭平雨蛙,Hyla zhaopingensis,VU
林氏角蟾,Megophrys lini,DD
东北雨蛙,Hyla ussuriensis,LC 
莽山角蟾,Megophrys mangshanensis,NT
墨脱角蟾,Megophrys medogensis,EN
阿尔泰林蛙,Rana altaica,LC 
小角蟾,Megophrys minor,LC
黑龙江林蛙,Rana amurensis,NT 
南江角蟾,Megophrys nankiangensis,VU
中亚林蛙,Rana asiatica,NT  
凸肛角蟾,Megophrys pachyproctus,DD
峰斑林蛙,Rana chevronta,EN
黑石顶角蟾,Megophrys obesa,DD
昭觉林蛙,Rana chaochiaoensis,LC 
峨眉角蟾,Megophrys omeimontis,VU
中国林蛙,Rana chensinensis,LC  
粗皮角蟾,Megophrys palpebralespinosa,VU
东北林蛙,Rana dybowskii,NT 
凹顶角蟾,Megophrys parva,VU
桓仁林蛙,Rana huanrenensis,LC 
沙坪角蟾,Megophrys shapingensis,LC
徂徕林蛙,Rana culaiensis,DD 
水城角蟾,Megophrys shuichengensis,VU
寒露林蛙,Rana hanluica,DD  
棘指角蟾,Megophrys spinata,LC
借母溪林蛙,Rana jiemuxiensis,NT 
桑植角蟾,Megophrys sangzhiensis,EN
长肢林蛙,Rana longicrus,LC 
疣粒角蟾,Megophrys tuberogranulatus,VU
高原林蛙,Rana kukunoris,LC 
瓦屋角蟾,Megophrys wawuensis,DD
昆嵛林蛙,Rana kunyuensis,VU
无量山角蟾,Megophrys wuliangshanensis,VU
峨眉林蛙,Rana omeimontis,LC 
巫山角蟾,Megophrys wushanensis,VU
黔江林蛙,Rana qianjiang,DD 
张氏角蟾,Megophrys zhangi,VU
镇海林蛙,Rana zhenhaiensis,LC 
突肛拟角蟾,Ophryopryne pachyproctus,VU
猫儿山林蛙,Rana maoershanensis,DD 
小口拟角蟾,Ophryophryne microstoma,VU
福建侧褶蛙,Pelophylax fukienensis,NT 
湖北侧褶蛙,Pelophylax hubeiensis,LC 
中华蟾蜍,Bufo gargarizans,LC
金线侧褶蛙,Pelophylax plancyi,LC 
盘谷蟾蜍,Bufo bankorensis,LC
中亚侧褶蛙,Pelophylax terentievi,NT 
西藏蟾蜍,Bufo tibetanus,LC
黑斑侧褶蛙,Pelophylax nigromaculatus,NT 
圆疣蟾蜍,Bufo tuberculatus,NT
黑斜线侧褶蛙,Pelophylax nigrolineatus,LC 
史氏蟾蜍,Bufo stejnegeri,VU
胫腺蛙,Liuhurana shuchinae,NT 
隆枕蟾蜍,Duttaphrynus cyphosus,LC
滇蛙,Dianrana pleuraden,LC 
黑眶蟾蜍,Duttaphrynus melanostictus,LC
东北粗皮蛙,Rugosa emeljanovi,VU
喜山蟾蜍,Duttaphrynus himalayanus,LC
天台粗皮蛙,Rugosa tientaiensis,NT 
乐东蟾蜍,Qiongbufo ledongensis,EN
小腺蛙,Glandirana minima,CR
花背蟾蜍,Strauchbufo raddei,LC
越南趾沟蛙,Pseudorana johnsi,LC 
塔里木蟾蜍,Pseudepidalea pewzowi,LC
威宁趾沟蛙,Pseudorana weiningensis,NT 
帕米尔蟾蜍,Pseudepidalea taxkorensis,DD
桑植趾沟蛙,Pseudorana sangzhiensis,LC 
札达蟾蜍,Pseadepidalea zamdaensis,DD
长趾纤蛙,Hylarana macrodactyla,NT 
鳞皮小蟾,Parapelophryne scalpta,VU
台北纤蛙,Hylarana taipehensis,NT 
哀牢溪蟾,Torrentophryne ailaoanus,LC
弹琴蛙,Nidirana adenopleura,LC 
无棘溪蟾,Torrentophryne aspinia,VU
仙琴蛙,Nidirana daunchina,LC 
缅甸溪蟾,Torrentophryne burmanus,DD
海南琴蛙,Nidirana hainanensis,VU
隐耳溪蟾,Torrentophryne cryptotympanicus,NT
林琴蛙,Nidirana lini,LC 
绿春溪蟾,Torrentophryne luchunnica,LC
竖琴蛙,Nidirana psaltes,VU
孟连溪蟾,Torrentophryne mengliana,DD
沼蛙,Boulengerana guentheri,LC 
版纳水蛙,Sylvirana bannanica,VU
中国雨蛙,Hyla chinensis,LC
河口水蛙,Sylvirana hekouensis,VU
华西雨蛙,Hyla gongshanensis,LC
肘腺水蛙,Sylvirana cubitalis,NT 
无斑雨蛙,Hyla immaculata,LC
阔褶水蛙,Sylvirana latouchii,LC 
茅索水蛙,Sylvirana maosonensis,NT
绿点湍蛙,Amolops viridimaculatus,NT 
勐腊水蛙,Sylvirana menglaensis,LC
山湍蛙,Amolops monticola,NT 
黑耳水蛙,Sylvirana nigrotympanica,DD
星空湍蛙,Amolops splendissimus,DD 
细刺水蛙,Sylvirana spinulosa,NT
小湍蛙,Amolops torrentis,LC 
小竹叶蛙,Bamburana exiliversabilis,NT
华南湍蛙,Amolops ricketti,LC 
竹叶蛙,Bamburana versabilis,NT
武夷湍蛙,Amolops wuyiensis,LC 
鸭嘴竹叶蛙,Bamburana nasuta,VU
云南臭蛙,Odorrana andersonii,VU
泽陆蛙,Fejervarya multistriata,LC 
安龙臭蛙,Odorrana anlungensis,VU
海陆蛙,Fejervarya cancrivora,EN
沧源臭蛙,Odorrrana cangyuanensis,DD
虎纹蛙,Hoplobatrachus chinensis,EN
无指盘臭蛙,Odorrana grahami,NT
版纳大头蛙,Limnonectes bannaensis,VU
大绿臭蛙,Odorrana graminea,LC
脆皮大头蛙,Limnonectes fragilis,EN
海南臭蛙,Odorrana hainanensis,VU
福建大头蛙,Limnonectes fujianensis,NT 
合江臭蛙,Odorrana hejiangensis,VU
布氏棘蛙,Gynandropaa bourreti,VU
景东臭蛙,Odorrana jingdongensis,VU
无声囊棘蛙,Gynandropaa liui,VU
黄岗臭蛙,Odorrana huanggangensis,LC
四川棘蛙,Gynandropaa sichuanensis,VU
筠连臭蛙,Odorrana junlianensis,NT
双团棘胸蛙,Gynandropaa yunnanensis,EN
光雾臭蛙,Odorrana kuangwuensis,VU
察隅棘蛙,Maculopaa chayuensis,VU
龙胜臭蛙,Odorrana lungshengensis,NT
错那棘蛙,Maculopaa conaensis,VU
大耳臭蛙,Odorrana macrotympana,DD
花棘蛙,Maculopaa maculosa,EN
绿臭蛙,Odorrana margaretae,LC
墨脱棘蛙,Maculopaa medogensis,VU
南江臭蛙,Odorrana nanjiangensis,NT
布兰福棘蛙,Paa blanfordii,VU
圆斑臭蛙,Odorrana rotodora,NT
波留宁棘蛙,Paa polunini,VU
花臭蛙,Odorrana schmackeri,LC
棘臂蛙,Paa liebigii,VU
天目臭蛙,Odorrana tianmuii,LC
棘腹蛙,Quasipaa boulengeri,VU
棕背臭蛙,Odorrana swinhoana,LC
小棘蛙,Quasipaa exilispinosa,VU
台岛臭蛙,Odorrana taiwaniana,LC
九龙棘蛙,Quasipaa jiulongensis,VU
滇南臭蛙,Odorrana tiannanensis,VU
合江棘蛙,Quasipaa robertingeri,VU
凹耳臭蛙,Odorrana tormota,VU
棘侧蛙,Quasipaa shini,VU
务川臭蛙,Odorrana wuchuanensis,VU
棘胸蛙,Quasipaa spinosa,VU
宜章臭蛙,Odorrana yizhangensis,VU
多疣棘蛙,Quasipaa verrucospinosa,VU
墨脱臭蛙,Odorrana zhaoi,DD
棘肛蛙,Unculuana unculuanus,EN
台湾拟湍蛙,Pseudoamolops sauteri,VU
叶氏肛刺蛙,Yerana yei,VU
多齿拟湍蛙,Pseudoamolops multidenticulatus,LC
隆肛蛙,Feirana quadranus,NT 
阿尼桥湍蛙,Amolops aniqiaoensis,LC
太行隆肛蛙,Feirana taihangnica,VU
片马湍蛙,Amolops bellulus,VU
康县隆肛蛙,Feirana kangxianensis,VU
小耳湍蛙,Amolops gerbillus,VU
高山倭蛙,Nanorana parkeri,LC 
沙巴湍蛙,Amolops chapaensis,VU
倭蛙,Nanorana pleskei,LC 
察隅湍蛙,Amolops chayuensis,DD
腹斑倭蛙,Nanorana ventripunctata,LC 
崇安湍蛙,Amolops chunganensis,LC
戴云湍蛙,Amolops daiyunensis,VU
西藏舌突蛙,Liurana xizangensis,DD  
越北湍蛙,Amolops geminata,DD
高山舌突蛙,Liurana alpina,DD 
棘皮湍蛙,Amolops granulosus,NT
网纹舌突蛙,Liurana reticulata,DD 
海南湍蛙,Amolops hainanensis,EN
墨脱舌突蛙,Liurana medogensis,DD 
香港湍蛙,Amolops hongkongensis,EN
刘氏泰诺蛙,Taylorana liui,VU
理县湍蛙,Amolops lifanensis,LC
尖舌浮蛙,Occidozyga lima,VU
棕点湍蛙,Amolops loloensis,VU
北蟾舌蛙,Phrynoglossus borealis,VU
四川湍蛙,Amolops mantzorum,LC
圆蟾舌蛙,Phrynoglossus martensii,NT 
墨脱湍蛙,Amolops medogensis,LC
西域湍蛙,Amolops marmoratus,DD
日本溪树蛙,Buergeria japonica,LC 
海南溪树蛙,Buergeria oxycephala,NT
黑点树蛙,Rhacophorus nigropunctatus,NT 
壮溪树蛙,Buergeria robusta,LC
峨眉树蛙,Rhacophorus omeimontis,LC 
面天水树蛙,Aquixalus idiootocus,LC
红蹼树蛙,Rhacophorus rhodopus,LC 
吻水树蛙,Aquixalus naso,DD
圆疣树蛙,Rhacophorus tuberculatus,DD 
锯腿水树蛙,Aquixalus odontotarsus,LC
疣足树蛙,Rhacophorus verrucopus,DD 
白斑水树蛙,Aquixalus albopunctatus,EN
台北树蛙,Rhacophorus taipeianus,NT 
粗皮水树蛙,Aquixalus asper,DD
利川树蛙,Rhacophorus wui,NT 
背崩水树蛙,Aquixalus baibungensis,DD
瑶山树蛙,Rhacophorus yaoshanensis,EN
抚华费树蛙,Feihyla fuhua,NT
鹦哥岭树蛙,Rhacophorus yinggelingensis,LC 
黑眼睑纤树蛙,Gracixalus gracilipes,NT
金秀纤树蛙,Gracixalus jinxiuensis,VU
云南小狭口蛙,Calluella yunnanensis,LC  
墨脱纤树蛙,Gracixalus medogensis,DD
粗皮姬蛙,Microhyla butleri,LC 
弄岗纤树蛙,Gracixalus nonggangensis,DD
大姬蛙,Microhyla fowleri,NT 
海南刘树蛙,Liuixalus hainanus,DD
小弧斑姬蛙,Microhyla heymonsi,LC 
眼斑刘树蛙,Liuixalus ocellatus,NT
合征姬蛙,Microhyla mixtura,LC 
肯氏刘树蛙,Liuixalus kempii,DD
饰纹姬蛙,Microhyla fissipes,LC 
陇川刘树蛙,Liuixalus longchuanensis,NT
花姬蛙,Microhyla pulchra,LC 
勐腊刘树蛙,Liuixalus menglaensis,VU
德力小姬蛙,Micryletta inornata,VU
疣刘树蛙,Liuixalus tuberculatus,DD
史氏小姬蛙,Micryletta steinegeri,LC 
罗默刘树蛙,Liuixalus romeri,VU
花狭口蛙,Kaloula pulchra,LC 
背条跳树蛙,Chirixalus doriae,LC
北方狭口蛙,Kaloula borealis,LC 
侧条跳树蛙,Chirixalus vittatus,LC
弄岗小狭口蛙,Kaloula nonggangensis,DD 
琉球原指树蛙,Kurixalus eiffingeri,LC
四川狭口蛙,Kaloula rugifera,LC 
横纹树蛙,Huangixalus translineatus,VU
多疣狭口蛙,Kaloula verrucosa,LC 
红吸盘棱皮树蛙,Theloderma rhododiscus,VU
花细狭口蛙,Kalophrynus interlineatus,NT 
棘棱皮树蛙,Theloderma moloch,DD
孟连细狭口蛙,Kalophrynus menglienicus,NT 
广西棱皮树蛙,Theloderma kwangsiensis,DD
布氏泛树蛙,Polypedates braueri,LC
凹顶泛树蛙,Polypedates impresus,DD
斑腿泛树蛙,Polypedates megacephalus,LC
赤魟,Dasyatis akajei,NT 
无声囊泛树蛙,Polypedates mutus,LC
老挝魟,Dasyatis laosensis,NT 
诸罗树蛙,Rhacophorus arvalis,VU
橙腹树蛙,Rhacophorus aurantiventris,VU
双斑树蛙,Rhacophorus bipunctatus,LC
北极七鳃鳗,Lethenteron camschaaticum,LC 
经甫树蛙,Rhacophorus chenfui,LC
东北七鳃鳗,Lethenteron morii,VU
大树蛙,Rhacophorus dennysi,LC
雷氏七鳃鳗,Lethenteron reissneri,VU
宝兴树蛙,Rhacophorus dugritei,VU
绿背树蛙,Rhacophorus dorsoviridis,NT
棕褶树蛙,Rhacophorus feae,VU
达氏鲟,Acipenser dabryanus,CR
贡山树蛙,Rhacophorus gongshanensis,NT
小体鲟,Acipenser ruthenus,CR
巫溪树蛙,Rhacophorus hongchibaensis,EN
施氏鲟,Acipenser schrenckii,CR
洪佛树蛙,Rhacophorus hungfuensis,EN
中华鲟,Acipenser sinensis,CR
黑蹼树蛙,Rhacophorus kio,VU
西伯利亚鲟,Acipenser baerii,EN
老山树蛙,Rhacophorus laoshan,EN
鳇,Huso dauricus,CR
白线树蛙,Rhacophorus leucofasciatus,VU
白颌大树蛙,Rhacophorus maximus,NT
白鲟,Psephurus gladius,CR
侏树蛙,Rhacophorus minimus,NT
台湾树蛙,Rhacophorus moltrechti,LC
翡翠树蛙,Rhacophorus prasinatus,NT
日本鳗鲡,Anguilla japonica,EN
花鳗鲡,Anguilla marmorata,EN
蒙古?,Hemiculter varpachovskii,DD 
双色鳗鲡,Anguilla bicolor,NT
南方拟?,Pseudohemiculter dispar,LC 
云纹鳗鲡,Anguilla nebulosa,NT
海南拟?,Pseudohemiculter hainanensis,LC 
贵州拟?,Pseudohemiculter kweichowensis,DD 
翘嘴鲌,Culter alburnus,LC 
鲥鱼,Macrura reevesi,CR
拟尖头鲌,Culter oxycephaloides,LC 
海南鲌,Culter recurviceps,LC 
凤鲚,Coilia mystus,LC
高体近红鲌,Ancherythroculter kurematsui,LC 
七丝鲚,Coilia grayii,LC
黑尾近红鲌,Ancherythroculter nigrocauda,LC 
刀鲚,Coilia nasus,LC
林氏近红鲌,Ancherythroculter lini,NT 
汪氏近红鲌,Ancherythroculter wangi,NT 
团头鲂,Megalobrama amblycephala,LC 
大鳞白鱼,Anabarilius macrolepis,EX
长体鲂,Megalobrama elongata,DD 
星云白鱼,Anabarilius andersoni,CR
鲂,Megalobrama skolkovii,LC  
杞麓白鱼,Anabarilius qiluensis,CR
三角鲂,Megalobrama terminalis,LC 
邛海白鱼,Anabarilius qionghaiensis,CR
厚颌鲂,Megalobrama pellegrini,VU
山白鱼,Anabarilius transmontanus,CR
青梢红鲌,Chanodichthys dabryi,LC 
阳宗白鱼,Anabarilius yangzonensis,CR
红鳍鲌,Chanodichthys erythropterus,LC  
银白鱼,Anabarilius alburnops,EN
蒙古红鲌,Chanodichthys mongolicus,LC 
西昌白鱼,Anabarilius liui,EN
尖头鲌,Chanodichthys oxycephalus,LC 
多鳞白鱼,Anabarilius polylepis,EN
扁体原鲌,Cultrichthys compressocorpus,DD 
短臀白鱼,Anabarilius brevianalis,VU
海南似鱎,Toxabramis houdemeri,LC 
鱇浪白鱼,Anabarilius grahami,VU
似鱎,Toxabramis swinhonis,LC 
嵩明白鱼,Anabarilius songmingensis,NT
小似鱎,Toxabramis hoffmanni,DD 
寻甸白鱼,Anabarilius xundianensis,NT
似鳊,Pseudobrama simoni,LC 
多衣河白鱼,Anabarilius duoyiheensis,DD
云南鲴,Xenocypris yunnanensis,CR
路南金线白鱼,Anabarilius goldenlineus,DD
湖北鲴,Xenocypris hupeinensis,DD 
长尾白鱼,Anabarilius longicaudatus,DD
方氏鲴,Xenocypris fangi,VU
斑白鱼,Anabarilius maculatus,DD
黄尾鲴,Xenocypris davidi,LC 
少耙白鱼,Anabarilius paucirastellus,DD
大鳞鲴,Xenocypris macrolepis,LC 
大鳍鱼,Macrochirichthys macrochirus,NT
细鳞斜颌鲴,Xenocypris microlepis,LC 
罗碧鱼,Paralaubuca barroni,LC
梭似鲴,Xenocyprioides carinatus,VU
大眼华鳊,Sinibrama macrops,LC
小似鲴,Xenocyprioides parvulus,VU
伍氏华鳊,Sinibrama wui,LC
多鳍圆吻鲴,Distoechodon multispinnis,LC 
长臀华鳊,Sinibrama longianalis,DD
圆吻鲴,Distoechodon tumirostris,LC 
海南华鳊,Sinibrama melrosei,DD
大眼圆吻鲴,Distoechodon macrophthalmus,VU
须鳊,Pogobrama barbatula,EN
扁身圆吻鲴,Distoechodon compressus,NT 
鳊,Parabramis pekinensis,LC
常氏吻孔鲃,Poropuntius chonglingchungi,CR
寡鳞飘鱼,Pseudolaubuca engraulis,LC
颌突吻孔鲃,Poropuntius cogginii,CR
飘鱼,Pseudolaubuca sinensis,LC
油吻孔鲃,Poropuntius exiguus,CR
锯齿海南?,Hainania serrata,EN
大鳞吻孔鲃,Poropuntius ikedai,EN
四川半?,Hemiculterella sauvagei,LC
抚仙吻孔鲃,Poropuntius fuxianhuensis,VU
伍氏半?,Hemiculterella wui,LC
后鳍吻孔鲃,Poropuntius opisthopterus,VU
大鳞半?,Hemiculterella macrolepis,DD
云南吻孔鲃,Poropuntius huangchuchieni,NT 
贝氏?,Hemiculter bleekeri,LC
棱吻孔鲃,Poropuntius carinatus,LC
?,Hemiculter leucisculus,LC
太平吻孔鲃,Poropuntius margarianus,LC 
兴凯?,Hemiculter lucidus,LC
河口吻孔鲃,Poropuntius krempfi,DD 
张氏?,Hemiculter tchangi,LC
鲂形吻孔鲃,Poropuntius rhomboides,DD 
滇池金线鲃,Sinocyclocheilus grahami,CR
巨须金线鲃,Sinocyclocheilus hugeibarbus,DD 
阳宗金线鲃,Sinocyclocheilus yangzongensis,CR
靖西金线鲃,Sinocyclocheilus jinxiensis,DD 
无眼金线鲃,Sinocyclocheilus anophthalmus,EN
荔波金线鲃,Sinocyclocheilus liboensis,DD 
透明金线鲃,Sinocyclocheilus hyalinus,EN
长鳍金线鲃,Sinocyclocheilus longifinus,DD 
侧条金线鲃,Sinocyclocheilus lateristriatus,EN
罗平金线鲃,Sinocyclocheilus luopingensis,DD 
抚仙金线鲃,Sinocyclocheilus tingi,EN
麻花金线鲃,Sinocyclocheilus maculatus,DD 
鸭嘴金线鲃,Sinocyclocheilus anatirostris,VU
丘北金线鲃,Sinocyclocheilus qiubeiensis,DD 
角金线鲃,Sinocyclocheilus angularis,VU
曲靖金线鲃,Sinocyclocheilus qujingensis,DD 
鹰喙角金线鲃,Sinocyclocheilus aquihornes,VU
粗壮金线鲃,Sinocyclocheilus robustus,DD 
双角金线鲃,Sinocyclocheilus bicornutus,VU
乌蒙山金线鲃,Sinocyclocheilus wumengshanensis,DD 
宽角金线鲃,Sinocyclocheilus broadihornes,VU
伍氏金线鲃,Sinocyclocheilus wui,DD 
驼背金线鲃,Sinocyclocheilus cyphotergous,VU
易门金线鲃,Sinocyclocheilus yimenensis,DD 
叉背金线鲃,Sinocyclocheilus furcodorsalis,VU
安水金线鲃,Sinocyclocheilus anshuiensis,DD 
凌云金线鲃,Sinocyclocheilus lingyunensis,VU
西畴金线鲃,Sinocyclocheilus xichouensis,DD 
紫色金线鲃,Sinocyclocheilus purpureus,VU
逻楼金线鲃,Sinocyclocheilus luolouensis,DD 
犀角金线鲃,Sinocyclocheilus rhinocerous,VU
多鳞倒刺鲃,Spinibarbus polylepis,DD 
田林金线鲃,Sinocyclocheilus tianlinensis,VU
倒刺鲃,Spinibarbus denticulatus,LC 
瓦状金线鲃,Sinocyclocheilus tileihornes,VU
光倒刺鲃,Spinibarbus hollandi,LC 
驯乐金线鲃,Sinocyclocheilus xunlensis,VU
云南倒刺鲃,Spinibarbus yunnanensis,EN
东兰金线鲃,Sinocyclocheilus donglanensis,NT
中华倒刺鲃,Spinibarbus sinensis,LC 
九圩金线鲃,Sinocyclocheilus jiuxuensis,NT
异倒刺鲃,Paraspinibarbus alloiopleurus,VU
麦田河金线鲃,Sinocyclocheilus maitianheensis,NT
异斑小鲃,Pethia ticto,LC 
多斑金线鲃,Sinocyclocheilus multipunctatus,NT
条纹小鲃,Puntius semifasciolatus,LC 
高肩金线鲃,Sinocyclocheilus altishoulderus,LC
斑尾小鲃,Puntius sophore,LC 
狭孔金线鲃,Sinocyclocheilus angustiporus,LC
